"N","2.2","#44f","2.1","2001.8.15","2002.4.3",,,".","2001.9.19",,".","2001.11.21",,
"N","3.1","#44f","3.0","2003.1.28","2004.2.03",,,".","2003.7.29",,".","2003.3.20",,".","2003.9.16",,".","2003.5.19",,".","2004.1.14",,
"N","4.0","#44f","","2008.1.11","2008.7.29",,,".","2008.5.7",,".","2008.3.5",,".","2008.6.4",,".","2008.4.2",,".","2008.2.5",,
"N","3.2","#44f","3.1","2004.2.03","2004.8.19",,,".","2004.4.19",,".","2004.6.09",,".","2004.3.09",,
"N","4.1","#44f","4.0","2008.7.29","2009.1.27",,,".","2008.9.3",,".","2009.1.13",,".","2008.10.3",,".","2008.11.5",,
"N","3.3","#44f","3.2","2004.8.19","2005.3.16",,,".","2004.12.8",,".","2004.10.12",,
"N","4.2","#44f","4.1","2009.1.27","2009.8.4",,,".","2009.5.6",,".","2009.3.4",,".","2009.6.3",,".","2009.4.2",,
"N","3.4","#44f","3.3","2005.3.16","2005.7.28",,,".","2005.7.28",,".","2005.10.13",,".","2005.5.31",,
"N","4.3","#44f","4.2","2009.8.4","2010.2.9",,,".","2010.1.26",,".","2009.11.3",,".","2009.9.1",,".","2009.12.1",,".","2009.10.6",,
"N","3.5","#44f","3.4","2005.11.29","2008.8.26",,,".","2008.2.19",,".","2007.5.22",,".","2008.8.26",,".","2006.10.11",,".","2006.5.31",,".","2006.1.31",,".","2007.10.16",,".","2007.1.25",,".","2006.8.2",,".","2006.3.28",,
"N","4.4","#44f","4.3","2010.2.9","2010.8.10",,,".","2010.6.1",,".","2010.3.30",,".","2010.6.30",,".","2010.5.5",,".","2010.3.2",,
"N","4.5","#44f","4.4","2010.8.10","2011.1.7",,,".","2011.1.7",,".","2010.11.3",,".","2010.8.31",,".","2010.11.2",,".","2010.10.5",,
"N","4.6","#44f","4.5","2011.1.26","2011.7.7",,,".","2011.3.4",,".","2011.4.6",,".","2011.5.6",,".","2011.6.10",,".","2011.7.7",,
"N","4.7","#44f","4.6","2011.7.27","2012.1.25",,,".","2011.9.7",,,".","2011.10.5",,".","2011.12.7",,
"N","4.8","#44f","4.7","2012.1.25","",,,
"N","1.0","#44f","","1998.7.12","1999.3.4",,,
"N","1.1","#44f","1.0","1999.3.4","2000.10.23",,,".","1999.5.4",,".","1999.9.6",,
"N","2.0","#44f","","2000.10.23","2001.2.26",,,".","2000.12.05",,
"N","2.1","#44f","2.0","2001.2.26","2001.8.15",,,".","2001.3.27",,".","2001.4.30",,
"N","3.0","#44f","","2002.4.3","2003.1.28",,,".","2002.5.22",,".","2002.12.21",,".","2002.10.9",,".","2002.7.2",,".","2002.11.18",,".","2002.8.19",,
